method,seed,image_id,keypoint_id,coarse_x,coarse_y,final_x,final_y,num_votes,num_reliable,mean_vote_distance,median_vote_distance,fallback
A6,1,0,7,387.3602,152.1518,387.3602,152.1518,101,101,0.4937,0.4158,
A6,1,0,8,364.0174,155.1780,364.0174,155.1780,101,101,0.3434,0.2422,
B4,1,0,0,337.1818,189.9109,337.1787,189.9194,101,101,0.6698,0.4703,
B4,1,0,1,395.6716,131.2541,395.6665,131.2569,101,101,0.6688,0.6037,
B4,1,0,2,384.2538,185.5721,384.2731,185.5706,101,101,0.5452,0.4185,
B4,1,0,3,331.1285,152.6083,331.1335,152.6140,101,101,0.5416,0.4796,
B4,1,0,4,368.4859,132.3509,368.4940,132.3446,101,101,0.6022,0.5481,
B4,1,0,5,347.1187,169.2598,347.1183,169.2612,101,101,0.3162,0.2682,
B4,1,0,6,376.4137,164.8712,376.4126,164.8728,101,101,0.3787,0.3429,
B4,1,0,7,387.3602,152.1518,387.3599,152.1645,101,101,0.4937,0.4158,
B4,1,0,8,364.0174,155.1780,364.0279,155.1798,101,101,0.3434,0.2422,
baseline,1,1,0,342.8431,189.8448,342.8431,189.8448,0,0,-1.0000,-1.0000,
baseline,1,1,1,403.0854,128.6117,403.0854,128.6117,0,0,-1.0000,-1.0000,
baseline,1,1,2,391.9121,184.8642,391.9121,184.8642,0,0,-1.0000,-1.0000,
baseline,1,1,3,335.7381,151.2952,335.7381,151.2952,0,0,-1.0000,-1.0000,
baseline,1,1,4,374.7565,130.2126,374.7565,130.2126,0,0,-1.0000,-1.0000,
baseline,1,1,5,353.5456,168.2093,353.5456,168.2093,0,0,-1.0000,-1.0000,
baseline,1,1,6,383.7126,163.5403,383.7126,163.5403,0,0,-1.0000,-1.0000,
baseline,1,1,7,394.7025,150.5215,394.7025,150.5215,0,0,-1.0000,-1.0000,
baseline,1,1,8,370.6778,153.6821,370.6778,153.6821,0,0,-1.0000,-1.0000,
A4,1,1,0,342.8431,189.8448,342.8431,189.8448,103,103,0.6702,0.3746,
A4,1,1,1,403.0854,128.6117,403.0854,128.6117,103,103,0.6205,0.5014,
A4,1,1,2,391.9121,184.8642,391.9121,184.8642,103,103,0.5727,0.4673,
A4,1,1,3,335.7381,151.2952,335.7381,151.2952,103,103,0.5021,0.4091,
A4,1,1,4,374.7565,130.2126,374.7565,130.2126,103,103,0.6488,0.4822,
A4,1,1,5,353.5456,168.2093,353.5456,168.2093,103,103,0.4489,0.3016,
A4,1,1,6,383.7126,163.5403,383.7126,163.5403,103,103,0.4261,0.3896,
A4,1,1,7,394.7025,150.5215,394.7025,150.5215,103,103,0.4322,0.3199,
A4,1,1,8,370.6778,153.6821,370.6778,153.6821,103,103,0.2533,0.1897,
A6,1,1,0,342.8431,189.8448,342.8431,189.8448,103,103,0.6702,0.3746,
A6,1,1,1,403.0854,128.6117,403.0854,128.6117,103,103,0.6205,0.5014,
A6,1,1,2,391.9121,184.8642,391.9121,184.8642,103,103,0.5727,0.4673,
A6,1,1,3,335.7381,151.2952,335.7381,151.2952,103,103,0.5021,0.4091,
A6,1,1,4,374.7565,130.2126,374.7565,130.2126,103,103,0.6488,0.4822,
A6,1,1,5,353.5456,168.2093,353.5456,168.2093,103,103,0.4489,0.3016,
A6,1,1,6,383.7126,163.5403,383.7126,163.5403,103,103,0.4261,0.3896,
A6,1,1,7,394.7025,150.5215,394.7025,150.5215,103,103,0.4322,0.3199,
A6,1,1,8,370.6778,153.6821,370.6778,153.6821,103,103,0.2533,0.1897,
B4,1,1,0,342.8431,189.8448,342.8379,189.8614,103,103,0.6702,0.3746,
B4,1,1,1,403.0854,128.6117,403.0783,128.6174,103,103,0.6205,0.5014,
B4,1,1,2,391.9121,184.8642,391.9246,184.8606,103,103,0.5727,0.4673,
B4,1,1,3,335.7381,151.2952,335.7393,151.2996,103,103,0.5021,0.4091,
B4,1,1,4,374.7565,130.2126,374.7614,130.2073,103,103,0.6488,0.4822,
B4,1,1,5,353.5456,168.2093,353.5414,168.2116,103,103,0.4489,0.3016,
B4,1,1,6,383.7126,163.5403,383.7130,163.5408,103,103,0.4261,0.3896,
B4,1,1,7,394.7025,150.5215,394.7097,150.5262,103,103,0.4322,0.3199,
B4,1,1,8,370.6778,153.6821,370.6770,153.6815,103,103,0.2533,0.1897,
baseline,1,2,0,321.9047,196.3058,321.9047,196.3058,0,0,-1.0000,-1.0000,
baseline,1,2,1,391.8225,147.2157,391.8225,147.2157,0,0,-1.0000,-1.0000,
baseline,1,2,2,370.7433,198.6679,370.7433,198.6679,0,0,-1.0000,-1.0000,
baseline,1,2,3,321.4764,160.8790,321.4764,160.8790,0,0,-1.0000,-1.0000,
baseline,1,2,4,364.6897,150.1797,364.6897,150.1797,0,0,-1.0000,-1.0000,
baseline,1,2,5,334.4121,172.5507,334.4121,172.5507,0,0,-1.0000,-1.0000,
baseline,1,2,6,365.4581,172.5786,365.4581,172.5786,0,0,-1.0000,-1.0000,
baseline,1,2,7,380.4630,170.7357,380.4630,170.7357,0,0,-1.0000,-1.0000,
baseline,1,2,8,355.2899,166.9946,355.2899,166.9946,0,0,-1.0000,-1.0000,
A4,1,2,0,321.9047,196.3058,321.9047,196.3058,109,109,0.6159,0.3649,
A4,1,2,1,391.8225,147.2157,391.8225,147.2157,109,109,0.5927,0.4605,
A4,1,2,2,370.7433,198.6679,370.7433,198.6679,109,109,0.5271,0.4001,
A4,1,2,3,321.4764,160.8790,321.4764,160.8790,109,109,0.4600,0.3623,
A4,1,2,4,364.6897,150.1797,364.6897,150.1797,109,109,0.5892,0.4856,
A4,1,2,5,334.4121,172.5507,334.4121,172.5507,109,109,0.4245,0.3356,
A4,1,2,6,365.4581,172.5786,365.4581,172.5786,109,109,0.4146,0.3606,
A4,1,2,7,380.4630,170.7357,380.4630,170.7357,109,109,0.5609,0.4450,
A4,1,2,8,355.2899,166.9946,355.2899,166.9946,109,109,0.3009,0.2049,
A6,1,2,0,321.9047,196.3058,321.9047,196.3058,109,109,0.6159,0.3649,
A6,1,2,1,391.8225,147.2157,391.8225,147.2157,109,109,0.5927,0.4605,
A6,1,2,2,370.7433,198.6679,370.7433,198.6679,109,109,0.5271,0.4001,
A6,1,2,3,321.4764,160.8790,321.4764,160.8790,109,109,0.4600,0.3623,
A6,1,2,4,364.6897,150.1797,364.6897,150.1797,109,109,0.5892,0.4856,
A6,1,2,5,334.4121,172.5507,334.4121,172.5507,109,109,0.4245,0.3356,
A6,1,2,6,365.4581,172.5786,365.4581,172.5786,109,109,0.4146,0.3606,
A6,1,2,7,380.4630,170.7357,380.4630,170.7357,109,109,0.5609,0.4450,
A6,1,2,8,355.2899,166.9946,355.2899,166.9946,109,109,0.3009,0.2049,
B4,1,2,0,321.9047,196.3058,321.9011,196.2933,109,109,0.6159,0.3649,
B4,1,2,1,391.8225,147.2157,391.8024,147.2356,109,109,0.5927,0.4605,
B4,1,2,2,370.7433,198.6679,370.7390,198.6646,109,109,0.5271,0.4001,
B4,1,2,3,321.4764,160.8790,321.4757,160.8855,109,109,0.4600,0.3623,
B4,1,2,4,364.6897,150.1797,364.6884,150.1897,109,109,0.5892,0.4856,
B4,1,2,5,334.4121,172.5507,334.4027,172.5420,109,109,0.4245,0.3356,
B4,1,2,6,365.4581,172.5786,365.4586,172.5740,109,109,0.4146,0.3606,
B4,1,2,7,380.4630,170.7357,380.4606,170.7452,109,109,0.5609,0.4450,
B4,1,2,8,355.2899,166.9946,355.2892,166.9985,109,109,0.3009,0.2049,
baseline,1,3,0,373.1010,201.0963,373.1010,201.0963,0,0,-1.0000,-1.0000,
baseline,1,3,1,435.1466,140.7025,435.1466,140.7025,0,0,-1.0000,-1.0000,
baseline,1,3,2,421.6487,197.2340,421.6487,197.2340,0,0,-1.0000,-1.0000,
baseline,1,3,3,367.3146,162.0965,367.3146,162.0965,0,0,-1.0000,-1.0000,
baseline,1,3,4,409.0317,142.0688,409.0317,142.0688,0,0,-1.0000,-1.0000,
baseline,1,3,5,382.1996,179.2237,382.1996,179.2237,0,0,-1.0000,-1.0000,
baseline,1,3,6,412.6726,175.3362,412.6726,175.3362,0,0,-1.0000,-1.0000,
baseline,1,3,7,427.7420,163.0414,427.7420,163.0414,0,0,-1.0000,-1.0000,
baseline,1,3,8,402.1356,165.3664,402.1356,165.3664,0,0,-1.0000,-1.0000,
A4,1,3,0,373.1010,201.0963,373.1010,201.0963,114,114,0.7247,0.5768,
A4,1,3,1,435.1466,140.7025,435.1466,140.7025,114,114,0.6481,0.5924,
A4,1,3,2,421.6487,197.2340,421.6487,197.2340,114,114,0.5371,0.4183,
A4,1,3,3,367.3146,162.0965,367.2544,162.1256,114,113,0.6216,0.4283,
A4,1,3,4,409.0317,142.0688,409.0317,142.0688,114,114,0.6075,0.4602,
A4,1,3,5,382.1996,179.2237,382.1996,179.2237,114,114,0.3999,0.2598,
A4,1,3,6,412.6726,175.3362,412.6726,175.3362,114,114,0.3582,0.2879,
A4,1,3,7,427.7420,163.0414,427.7420,163.0414,114,114,0.4341,0.3429,
A4,1,3,8,402.1356,165.3664,402.1356,165.3664,114,114,0.3363,0.2362,
A6,1,3,0,373.1010,201.0963,373.1010,201.0963,114,114,0.7247,0.5768,
A6,1,3,1,435.1466,140.7025,435.1466,140.7025,114,114,0.6481,0.5924,
A6,1,3,2,421.6487,197.2340,421.6487,197.2340,114,114,0.5371,0.4183,
A6,1,3,3,367.3146,162.0965,367.3146,162.0965,114,114,0.6216,0.4283,
A6,1,3,4,409.0317,142.0688,409.0317,142.0688,114,114,0.6075,0.4602,
A6,1,3,5,382.1996,179.2237,382.1996,179.2237,114,114,0.3999,0.2598,
A6,1,3,6,412.6726,175.3362,412.6726,175.3362,114,114,0.3582,0.2879,
A6,1,3,7,427.7420,163.0414,427.7420,163.0414,114,114,0.4341,0.3429,
A6,1,3,8,402.1356,165.3664,402.1356,165.3664,114,114,0.3363,0.2362,
B4,1,3,0,373.1010,201.0963,373.1017,201.1084,114,114,0.7247,0.5768,
B4,1,3,1,435.1466,140.7025,435.1306,140.7144,114,114,0.6481,0.5924,
B4,1,3,2,421.6487,197.2340,421.6407,197.2303,114,114,0.5371,0.4183,
B4,1,3,3,367.3146,162.0965,367.2894,162.1129,114,114,0.6216,0.4283,
B4,1,3,4,409.0317,142.0688,409.0317,142.0674,114,114,0.6075,0.4602,
B4,1,3,5,382.1996,179.2237,382.1988,179.2241,114,114,0.3999,0.2598,
B4,1,3,6,412.6726,175.3362,412.6715,175.3344,114,114,0.3582,0.2879,
B4,1,3,7,427.7420,163.0414,427.7354,163.0477,114,114,0.4341,0.3429,
B4,1,3,8,402.1356,165.3664,402.1362,165.3652,114,114,0.3363,0.2362,
baseline,1,4,0,368.5124,231.4937,368.5124,231.4937,0,0,-1.0000,-1.0000,
baseline,1,4,1,437.7194,179.1193,437.7194,179.1193,0,0,-1.0000,-1.0000,
baseline,1,4,2,417.0009,231.9519,417.0009,231.9519,0,0,-1.0000,-1.0000,
baseline,1,4,3,366.9102,195.4269,366.9102,195.4269,0,0,-1.0000,-1.0000,
baseline,1,4,4,411.6731,182.3652,411.6731,182.3652,0,0,-1.0000,-1.0000,
baseline,1,4,5,379.6310,207.8386,379.6310,207.8386,0,0,-1.0000,-1.0000,
baseline,1,4,6,410.6694,207.0246,410.6694,207.0246,0,0,-1.0000,-1.0000,
baseline,1,4,7,427.3469,203.3469,427.3469,203.3469,0,0,-1.0000,-1.0000,
baseline,1,4,8,401.3525,200.8021,401.3525,200.8021,0,0,-1.0000,-1.0000,
A4,1,4,0,368.5124,231.4937,368.5124,231.4937,100,100,0.6353,0.3665,
A4,1,4,1,437.7194,179.1193,437.7194,179.1193,100,100,0.5095,0.4498,
A4,1,4,2,417.0009,231.9519,417.0009,231.9519,100,100,0.4462,0.3725,
A4,1,4,3,366.9102,195.4269,366.9102,195.4269,100,100,0.5359,0.3523,
A4,1,4,4,411.6731,182.3652,411.6731,182.3652,100,100,0.5006,0.4194,
A4,1,4,5,379.6310,207.8386,379.6310,207.8386,100,100,0.5165,0.4117,
A4,1,4,6,410.6694,207.0246,410.6694,207.0246,100,100,0.4269,0.2378,
A4,1,4,7,427.3469,203.3469,427.3469,203.3469,100,100,0.5221,0.3720,
A4,1,4,8,401.3525,200.8021,401.3525,200.8021,100,100,0.2743,0.2251,
A6,1,4,0,368.5124,231.4937,368.5124,231.4937,100,100,0.6353,0.3665,
A6,1,4,1,437.7194,179.1193,437.7194,179.1193,100,100,0.5095,0.4498,
A6,1,4,2,417.0009,231.9519,417.0009,231.9519,100,100,0.4462,0.3725,
A6,1,4,3,366.9102,195.4269,366.9102,195.4269,100,100,0.5359,0.3523,
A6,1,4,4,411.6731,182.3652,411.6731,182.3652,100,100,0.5006,0.4194,
A6,1,4,5,379.6310,207.8386,379.6310,207.8386,100,100,0.5165,0.4117,
A6,1,4,6,410.6694,207.0246,410.6694,207.0246,100,100,0.4269,0.2378,
A6,1,4,7,427.3469,203.3469,427.3469,203.3469,100,100,0.5221,0.3720,
A6,1,4,8,401.3525,200.8021,401.3525,200.8021,100,100,0.2743,0.2251,
B4,1,4,0,368.5124,231.4937,368.5274,231.4863,100,100,0.6353,0.3665,
B4,1,4,1,437.7194,179.1193,437.7242,179.1137,100,100,0.5095,0.4498,
B4,1,4,2,417.0009,231.9519,417.0010,231.9547,100,100,0.4462,0.3725,
B4,1,4,3,366.9102,195.4269,366.9463,195.4571,100,100,0.5359,0.3523,
B4,1,4,4,411.6731,182.3652,411.6715,182.3661,100,100,0.5006,0.4194,
B4,1,4,5,379.6310,207.8386,379.6241,207.8373,100,100,0.5165,0.4117,
B4,1,4,6,410.6694,207.0246,410.6688,207.0161,100,100,0.4269,0.2378,
B4,1,4,7,427.3469,203.3469,427.3408,203.3695,100,100,0.5221,0.3720,
B4,1,4,8,401.3525,200.8021,401.3539,200.8029,100,100,0.2743,0.2251,
baseline,1,5,0,293.9822,235.1205,293.9822,235.1205,0,0,-1.0000,-1.0000,
baseline,1,5,1,367.3167,203.0057,367.3167,203.0057,0,0,-1.0000,-1.0000,
baseline,1,5,2,340.2748,241.6734,340.2748,241.6734,0,0,-1.0000,-1.0000,
baseline,1,5,3,298.1843,211.0017,298.1843,211.0017,0,0,-1.0000,-1.0000,
baseline,1,5,4,341.6848,212.2771,341.6848,212.2771,0,0,-1.0000,-1.0000,
baseline,1,5,5,308.4792,209.0746,308.4792,209.0746,0,0,-1.0000,-1.0000,
baseline,1,5,6,338.0495,212.9441,338.0495,212.9441,0,0,-1.0000,-1.0000,
baseline,1,5,7,353.7920,227.6780,353.7920,227.6780,0,0,-1.0000,-1.0000,
baseline,1,5,8,329.2624,216.7448,329.2624,216.7448,0,0,-1.0000,-1.0000,
A4,1,5,0,293.9822,235.1205,293.9822,235.1205,113,113,0.5579,0.4290,
A4,1,5,1,367.3167,203.0057,367.3167,203.0057,113,113,0.5376,0.4124,
A4,1,5,2,340.2748,241.6734,340.2748,241.6734,113,113,0.4726,0.2991,
A4,1,5,3,298.1843,211.0017,298.1843,211.0017,113,113,0.5308,0.4250,
A4,1,5,4,341.6848,212.2771,341.6848,212.2771,113,113,0.4621,0.3393,
A4,1,5,5,308.4792,209.0746,308.4792,209.0746,113,113,0.5056,0.3590,
A4,1,5,6,338.0495,212.9441,338.0495,212.9441,113,113,0.4397,0.3808,
A4,1,5,7,353.7920,227.6780,353.7920,227.6780,113,113,0.5557,0.4749,
A4,1,5,8,329.2624,216.7448,329.2624,216.7448,113,113,0.3460,0.2866,
A6,1,5,0,293.9822,235.1205,293.9822,235.1205,113,113,0.5579,0.4290,
A6,1,5,1,367.3167,203.0057,367.3167,203.0057,113,113,0.5376,0.4124,
A6,1,5,2,340.2748,241.6734,340.2748,241.6734,113,113,0.4726,0.2991,
A6,1,5,3,298.1843,211.0017,298.1843,211.0017,113,113,0.5308,0.4250,
A6,1,5,4,341.6848,212.2771,341.6848,212.2771,113,113,0.4621,0.3393,
A6,1,5,5,308.4792,209.0746,308.4792,209.0746,113,113,0.5056,0.3590,
A6,1,5,6,338.0495,212.9441,338.0495,212.9441,113,113,0.4397,0.3808,
A6,1,5,7,353.7920,227.6780,353.7920,227.6780,113,113,0.5557,0.4749,
A6,1,5,8,329.2624,216.7448,329.2624,216.7448,113,113,0.3460,0.2866,
B4,1,5,0,293.9822,235.1205,293.9783,235.1127,113,113,0.5579,0.4290,
B4,1,5,1,367.3167,203.0057,367.3030,203.0177,113,113,0.5376,0.4124,
B4,1,5,2,340.2748,241.6734,340.2749,241.6650,113,113,0.4726,0.2991,
B4,1,5,3,298.1843,211.0017,298.1826,211.0000,113,113,0.5308,0.4250,
B4,1,5,4,341.6848,212.2771,341.6894,212.2719,113,113,0.4621,0.3393,
B4,1,5,5,308.4792,209.0746,308.4752,209.0738,113,113,0.5056,0.3590,
B4,1,5,6,338.0495,212.9441,338.0462,212.9388,113,113,0.4397,0.3808,
B4,1,5,7,353.7920,227.6780,353.7910,227.6933,113,113,0.5557,0.4749,
B4,1,5,8,329.2624,216.7448,329.2635,216.7428,113,113,0.3460,0.2866,
baseline,1,6,0,271.6971,254.9410,271.6971,254.9410,0,0,-1.0000,-1.0000,
baseline,1,6,1,341.3590,211.5080,341.3590,211.5080,0,0,-1.0000,-1.0000,
baseline,1,6,2,321.3135,253.5973,321.3135,253.5973,0,0,-1.0000,-1.0000,
baseline,1,6,3,269.5433,233.0811,269.5433,233.0811,0,0,-1.0000,-1.0000,
baseline,1,6,4,314.9251,228.6015,314.9251,228.6015,0,0,-1.0000,-1.0000,
baseline,1,6,5,282.3405,223.9598,282.3405,223.9598,0,0,-1.0000,-1.0000,
baseline,1,6,6,314.1528,223.3484,314.1528,223.3484,0,0,-1.0000,-1.0000,
baseline,1,6,7,331.1545,239.9909,331.1545,239.9909,0,0,-1.0000,-1.0000,
baseline,1,6,8,304.4624,231.6572,304.4624,231.6572,0,0,-1.0000,-1.0000,
A4,1,6,0,271.6971,254.9410,271.6971,254.9410,92,92,0.5487,0.4072,
A4,1,6,1,341.3590,211.5080,341.3590,211.5080,92,92,0.6692,0.5632,
A4,1,6,2,321.3135,253.5973,321.3135,253.5973,92,92,0.5365,0.3662,
A4,1,6,3,269.5433,233.0811,269.5433,233.0811,92,92,0.5449,0.4243,
A4,1,6,4,314.9251,228.6015,314.9251,228.6015,92,92,0.3709,0.3020,
A4,1,6,5,282.3405,223.9598,282.3405,223.9598,92,92,0.7381,0.5864,
A4,1,6,6,314.1528,223.3484,314.1528,223.3484,92,92,0.6068,0.4843,
A4,1,6,7,331.1545,239.9909,331.1545,239.9909,92,92,0.5083,0.3976,
A4,1,6,8,304.4624,231.6572,304.4624,231.6572,92,92,0.2507,0.1799,
A6,1,6,0,271.6971,254.9410,271.6971,254.9410,92,92,0.5487,0.4072,
A6,1,6,1,341.3590,211.5080,341.3590,211.5080,92,92,0.6692,0.5632,
A6,1,6,2,321.3135,253.5973,321.3135,253.5973,92,92,0.5365,0.3662,
A6,1,6,3,269.5433,233.0811,269.5433,233.0811,92,92,0.5449,0.4243,
A6,1,6,4,314.9251,228.6015,314.9251,228.6015,92,92,0.3709,0.3020,
A6,1,6,5,282.3405,223.9598,282.3405,223.9598,92,92,0.7381,0.5864,
A6,1,6,6,314.1528,223.3484,314.1528,223.3484,92,92,0.6068,0.4843,
A6,1,6,7,331.1545,239.9909,331.1545,239.9909,92,92,0.5083,0.3976,
A6,1,6,8,304.4624,231.6572,304.4624,231.6572,92,92,0.2507,0.1799,
B4,1,6,0,271.6971,254.9410,271.7236,254.9376,92,92,0.5487,0.4072,
B4,1,6,1,341.3590,211.5080,341.3532,211.5112,92,92,0.6692,0.5632,
B4,1,6,2,321.3135,253.5973,321.3035,253.5844,92,92,0.5365,0.3662,
B4,1,6,3,269.5433,233.0811,269.5381,233.0805,92,92,0.5449,0.4243,
B4,1,6,4,314.9251,228.6015,314.9251,228.6002,92,92,0.3709,0.3020,
B4,1,6,5,282.3405,223.9598,282.3556,223.9579,92,92,0.7381,0.5864,
B4,1,6,6,314.1528,223.3484,314.1485,223.3437,92,92,0.6068,0.4843,
B4,1,6,7,331.1545,239.9909,331.1576,240.0056,92,92,0.5083,0.3976,
B4,1,6,8,304.4624,231.6572,304.4633,231.6569,92,92,0.2507,0.1799,
baseline,1,7,0,316.4842,188.0310,316.4842,188.0310,0,0,-1.0000,-1.0000,
baseline,1,7,1,386.5235,159.1105,386.5235,159.1105,0,0,-1.0000,-1.0000,
baseline,1,7,2,359.2263,201.7563,359.2263,201.7563,0,0,-1.0000,-1.0000,
baseline,1,7,3,318.5615,155.8173,318.5615,155.8173,0,0,-1.0000,-1.0000,
baseline,1,7,4,354.8079,156.4525,354.8079,156.4525,0,0,-1.0000,-1.0000,
baseline,1,7,5,336.3237,169.1959,336.3237,169.1959,0,0,-1.0000,-1.0000,
baseline,1,7,6,363.9432,176.5613,363.9432,176.5613,0,0,-1.0000,-1.0000,
baseline,1,7,7,367.4946,178.8391,367.4946,178.8391,0,0,-1.0000,-1.0000,
baseline,1,7,8,349.2609,169.2955,349.2609,169.2955,0,0,-1.0000,-1.0000,
A4,1,7,0,316.4842,188.0310,316.4842,188.0310,108,108,0.5372,0.3988,
A4,1,7,1,386.5235,159.1105,386.5235,159.1105,108,108,0.5039,0.4715,
A4,1,7,2,359.2263,201.7563,359.2263,201.7563,108,108,0.6100,0.5073,
A4,1,7,3,318.5615,155.8173,318.5615,155.8173,108,108,0.6752,0.4656,
A4,1,7,4,354.8079,156.4525,354.8079,156.4525,108,108,0.4018,0.2887,
A4,1,7,5,336.3237,169.1959,336.3237,169.1959,108,108,0.5857,0.4413,
A4,1,7,6,363.9432,176.5613,363.9432,176.5613,108,108,0.3780,0.3094,
A4,1,7,7,367.4946,178.8391,367.4946,178.8391,108,108,0.4520,0.3506,
A4,1,7,8,349.2609,169.2955,349.2609,169.2955,108,108,0.3072,0.2476,
A6,1,7,0,316.4842,188.0310,316.4842,188.0310,108,108,0.5372,0.3988,
A6,1,7,1,386.5235,159.1105,386.5235,159.1105,108,108,0.5039,0.4715,
A6,1,7,2,359.2263,201.7563,359.2263,201.7563,108,108,0.6100,0.5073,
A6,1,7,3,318.5615,155.8173,318.5615,155.8173,108,108,0.6752,0.4656,
A6,1,7,4,354.8079,156.4525,354.8079,156.4525,108,108,0.4018,0.2887,
A6,1,7,5,336.3237,169.1959,336.3237,169.1959,108,108,0.5857,0.4413,
A6,1,7,6,363.9432,176.5613,363.9432,176.5613,108,108,0.3780,0.3094,
A6,1,7,7,367.4946,178.8391,367.4946,178.8391,108,108,0.4520,0.3506,
A6,1,7,8,349.2609,169.2955,349.2609,169.2955,108,108,0.3072,0.2476,
B4,1,7,0,316.4842,188.0310,316.4766,188.0247,108,108,0.5372,0.3988,
B4,1,7,1,386.5235,159.1105,386.5186,159.1133,108,108,0.5039,0.4715,
B4,1,7,2,359.2263,201.7563,359.2364,201.7647,108,108,0.6100,0.5073,
B4,1,7,3,318.5615,155.8173,318.5622,155.8326,108,108,0.6752,0.4656,
B4,1,7,4,354.8079,156.4525,354.8044,156.4566,108,108,0.4018,0.2887,
B4,1,7,5,336.3237,169.1959,336.3102,169.1736,108,108,0.5857,0.4413,
B4,1,7,6,363.9432,176.5613,363.9406,176.5614,108,108,0.3780,0.3094,
B4,1,7,7,367.4946,178.8391,367.5025,178.8415,108,108,0.4520,0.3506,
B4,1,7,8,349.2609,169.2955,349.2562,169.3002,108,108,0.3072,0.2476,
baseline,1,8,0,338.5787,215.5367,338.5787,215.5367,0,0,-1.0000,-1.0000,
baseline,1,8,1,410.4661,182.9800,410.4661,182.9800,0,0,-1.0000,-1.0000,
baseline,1,8,2,382.3480,228.9045,382.3480,228.9045,0,0,-1.0000,-1.0000,
baseline,1,8,3,341.0073,180.4773,341.0073,180.4773,0,0,-1.0000,-1.0000,
baseline,1,8,4,377.8239,177.0899,377.8239,177.0899,0,0,-1.0000,-1.0000,
baseline,1,8,5,359.1091,198.3690,359.1091,198.3690,0,0,-1.0000,-1.0000,
baseline,1,8,6,387.1789,205.0162,387.1789,205.0162,0,0,-1.0000,-1.0000,
baseline,1,8,7,391.4950,201.5847,391.4950,201.5847,0,0,-1.0000,-1.0000,
baseline,1,8,8,372.4655,194.1903,372.4655,194.1903,0,0,-1.0000,-1.0000,
A4,1,8,0,338.5787,215.5367,338.5787,215.5367,103,103,0.5611,0.3307,
A4,1,8,1,410.4661,182.9800,410.4661,182.9800,103,103,0.4678,0.3882,
A4,1,8,2,382.3480,228.9045,382.3480,228.9045,103,103,0.5387,0.4954,
A4,1,8,3,341.0073,180.4773,341.0073,180.4773,103,103,0.5915,0.4958,
A4,1,8,4,377.8239,177.0899,377.8239,177.0899,103,103,0.4581,0.3890,
A4,1,8,5,359.1091,198.3690,359.1091,198.3690,103,103,0.4865,0.3923,
A4,1,8,6,387.1789,205.0162,387.1789,205.0162,103,103,0.3857,0.2923,
A4,1,8,7,391.4950,201.5847,391.4950,201.5847,103,103,0.4087,0.3137,
A4,1,8,8,372.4655,194.1903,372.4655,194.1903,103,103,0.3322,0.2875,
A6,1,8,0,338.5787,215.5367,338.5787,215.5367,103,103,0.5611,0.3307,
A6,1,8,1,410.4661,182.9800,410.4661,182.9800,103,103,0.4678,0.3882,
A6,1,8,2,382.3480,228.9045,382.3480,228.9045,103,103,0.5387,0.4954,
