method,seed,image_id,keypoint_id,coarse_x,coarse_y,final_x,final_y,num_votes,num_reliable,mean_vote_distance,median_vote_distance,fallback
A6,0,2,2,370.6414,198.7043,370.6414,198.7043,125,125,0.4187,0.3208,
A6,0,2,3,321.5578,160.9299,321.5578,160.9299,125,125,0.4715,0.3857,
A6,0,2,4,365.0096,150.0125,365.0096,150.0125,125,125,0.6179,0.5644,
A6,0,2,5,334.2905,172.5177,334.2905,172.5177,125,125,0.4665,0.3815,
A6,0,2,6,365.2294,172.5805,365.2294,172.5805,125,125,0.4199,0.3381,
A6,0,2,7,380.4645,170.7414,380.4645,170.7414,125,125,0.5189,0.3229,
A6,0,2,8,355.4214,166.9126,355.4214,166.9126,125,125,0.3205,0.2199,
B4,0,2,0,322.0490,196.1782,322.0255,196.1847,125,125,0.5936,0.4078,
B4,0,2,1,391.7158,147.1245,391.6854,147.1456,125,125,0.5430,0.4571,
B4,0,2,2,370.6414,198.7043,370.6433,198.7045,125,125,0.4187,0.3208,
B4,0,2,3,321.5578,160.9299,321.5436,160.9391,125,125,0.4715,0.3857,
B4,0,2,4,365.0096,150.0125,365.0077,150.0144,125,125,0.6179,0.5644,
B4,0,2,5,334.2905,172.5177,334.2831,172.5232,125,125,0.4665,0.3815,
B4,0,2,6,365.2294,172.5805,365.2306,172.5762,125,125,0.4199,0.3381,
B4,0,2,7,380.4645,170.7414,380.4553,170.7661,125,125,0.5189,0.3229,
B4,0,2,8,355.4214,166.9126,355.4185,166.9138,125,125,0.3205,0.2199,
U1,0,3,0,372.8735,201.2045,372.8735,201.2045,92,92,0.6587,0.4777,
U1,0,3,1,435.7297,140.2367,435.7297,140.2367,92,92,0.7034,0.6571,
U1,0,3,2,421.4236,196.8505,421.4236,196.8505,92,92,0.5546,0.4359,
U1,0,3,3,367.5395,162.2105,367.5395,162.2105,92,92,0.6399,0.4744,
U1,0,3,4,409.0132,141.9468,409.0132,141.9468,92,92,0.6408,0.5148,
U1,0,3,5,382.0521,179.3013,382.0521,179.3013,92,92,0.3842,0.2516,
U1,0,3,6,412.6186,175.2100,412.6186,175.2100,92,92,0.4322,0.3242,
U1,0,3,7,427.7622,162.9996,427.7622,162.9996,92,92,0.6218,0.4573,
U1,0,3,8,401.9987,165.4833,401.9987,165.4833,92,92,0.4084,0.2729,
baseline,0,3,0,372.8735,201.2045,372.8735,201.2045,0,0,-1.0000,-1.0000,
baseline,0,3,1,435.7297,140.2367,435.7297,140.2367,0,0,-1.0000,-1.0000,
baseline,0,3,2,421.4236,196.8505,421.4236,196.8505,0,0,-1.0000,-1.0000,
baseline,0,3,3,367.5395,162.2105,367.5395,162.2105,0,0,-1.0000,-1.0000,
baseline,0,3,4,409.0132,141.9468,409.0132,141.9468,0,0,-1.0000,-1.0000,
baseline,0,3,5,382.0521,179.3013,382.0521,179.3013,0,0,-1.0000,-1.0000,
baseline,0,3,6,412.6186,175.2100,412.6186,175.2100,0,0,-1.0000,-1.0000,
baseline,0,3,7,427.7622,162.9996,427.7622,162.9996,0,0,-1.0000,-1.0000,
baseline,0,3,8,401.9987,165.4833,401.9987,165.4833,0,0,-1.0000,-1.0000,
A4,0,3,0,372.8735,201.2045,372.8735,201.2045,92,92,0.6587,0.4777,
A4,0,3,1,435.7297,140.2367,435.7297,140.2367,92,92,0.7034,0.6571,
A4,0,3,2,421.4236,196.8505,421.4236,196.8505,92,92,0.5546,0.4359,
A4,0,3,3,367.5395,162.2105,367.4727,162.2535,92,91,0.6399,0.4744,
A4,0,3,4,409.0132,141.9468,409.0132,141.9468,92,92,0.6408,0.5148,
A4,0,3,5,382.0521,179.3013,382.0521,179.3013,92,92,0.3842,0.2516,
A4,0,3,6,412.6186,175.2100,412.6186,175.2100,92,92,0.4322,0.3242,
A4,0,3,7,427.7622,162.9996,427.7622,162.9996,92,92,0.6218,0.4573,
A4,0,3,8,401.9987,165.4833,401.9987,165.4833,92,92,0.4084,0.2729,
A6,0,3,0,372.8735,201.2045,372.8735,201.2045,92,92,0.6587,0.4777,
A6,0,3,1,435.7297,140.2367,435.7297,140.2367,92,92,0.7034,0.6571,
A6,0,3,2,421.4236,196.8505,421.4236,196.8505,92,92,0.5546,0.4359,
A6,0,3,3,367.5395,162.2105,367.5395,162.2105,92,92,0.6399,0.4744,
A6,0,3,4,409.0132,141.9468,409.0132,141.9468,92,92,0.6408,0.5148,
A6,0,3,5,382.0521,179.3013,382.0521,179.3013,92,92,0.3842,0.2516,
A6,0,3,6,412.6186,175.2100,412.6186,175.2100,92,92,0.4322,0.3242,
A6,0,3,7,427.7622,162.9996,427.7622,162.9996,92,92,0.6218,0.4573,
A6,0,3,8,401.9987,165.4833,401.9987,165.4833,92,92,0.4084,0.2729,
B4,0,3,0,372.8735,201.2045,372.8850,201.2096,92,92,0.6587,0.4777,
B4,0,3,1,435.7297,140.2367,435.7278,140.2378,92,92,0.7034,0.6571,
B4,0,3,2,421.4236,196.8505,421.4257,196.8457,92,92,0.5546,0.4359,
B4,0,3,3,367.5395,162.2105,367.5019,162.2279,92,92,0.6399,0.4744,
B4,0,3,4,409.0132,141.9468,409.0191,141.9579,92,92,0.6408,0.5148,
B4,0,3,5,382.0521,179.3013,382.0520,179.3042,92,92,0.3842,0.2516,
B4,0,3,6,412.6186,175.2100,412.6165,175.2098,92,92,0.4322,0.3242,
B4,0,3,7,427.7622,162.9996,427.7545,163.0163,92,92,0.6218,0.4573,
B4,0,3,8,401.9987,165.4833,401.9980,165.4831,92,92,0.4084,0.2729,
U1,0,4,0,368.0334,232.0617,368.0334,232.0617,83,83,0.7121,0.4021,
U1,0,4,1,437.3336,179.2414,437.3336,179.2414,83,83,0.5491,0.5058,
U1,0,4,2,416.9817,231.9399,416.9817,231.9399,83,83,0.4662,0.3554,
U1,0,4,3,367.3501,195.6429,367.3501,195.6429,83,83,0.5710,0.4882,
U1,0,4,4,411.5139,182.2176,411.5139,182.2176,83,83,0.4961,0.4041,
U1,0,4,5,379.6639,207.7265,379.6639,207.7265,83,83,0.4131,0.2970,
U1,0,4,6,410.5118,206.9649,410.5118,206.9649,83,83,0.3999,0.3427,
U1,0,4,7,427.4345,203.3038,427.4345,203.3038,83,83,0.5862,0.3852,
U1,0,4,8,401.2843,200.7847,401.2843,200.7847,83,83,0.3067,0.2142,
baseline,0,4,0,368.0334,232.0617,368.0334,232.0617,0,0,-1.0000,-1.0000,
baseline,0,4,1,437.3336,179.2414,437.3336,179.2414,0,0,-1.0000,-1.0000,
baseline,0,4,2,416.9817,231.9399,416.9817,231.9399,0,0,-1.0000,-1.0000,
baseline,0,4,3,367.3501,195.6429,367.3501,195.6429,0,0,-1.0000,-1.0000,
baseline,0,4,4,411.5139,182.2176,411.5139,182.2176,0,0,-1.0000,-1.0000,
baseline,0,4,5,379.6639,207.7265,379.6639,207.7265,0,0,-1.0000,-1.0000,
baseline,0,4,6,410.5118,206.9649,410.5118,206.9649,0,0,-1.0000,-1.0000,
baseline,0,4,7,427.4345,203.3038,427.4345,203.3038,0,0,-1.0000,-1.0000,
baseline,0,4,8,401.2843,200.7847,401.2843,200.7847,0,0,-1.0000,-1.0000,
A4,0,4,0,368.0334,232.0617,368.0334,232.0617,83,83,0.7121,0.4021,
A4,0,4,1,437.3336,179.2414,437.3336,179.2414,83,83,0.5491,0.5058,
A4,0,4,2,416.9817,231.9399,416.9817,231.9399,83,83,0.4662,0.3554,
A4,0,4,3,367.3501,195.6429,367.3501,195.6429,83,83,0.5710,0.4882,
A4,0,4,4,411.5139,182.2176,411.5139,182.2176,83,83,0.4961,0.4041,
A4,0,4,5,379.6639,207.7265,379.6639,207.7265,83,83,0.4131,0.2970,
A4,0,4,6,410.5118,206.9649,410.5118,206.9649,83,83,0.3999,0.3427,
A4,0,4,7,427.4345,203.3038,427.4345,203.3038,83,83,0.5862,0.3852,
A4,0,4,8,401.2843,200.7847,401.2843,200.7847,83,83,0.3067,0.2142,
A6,0,4,0,368.0334,232.0617,368.0334,232.0617,83,83,0.7121,0.4021,
A6,0,4,1,437.3336,179.2414,437.3336,179.2414,83,83,0.5491,0.5058,
A6,0,4,2,416.9817,231.9399,416.9817,231.9399,83,83,0.4662,0.3554,
A6,0,4,3,367.3501,195.6429,367.3501,195.6429,83,83,0.5710,0.4882,
A6,0,4,4,411.5139,182.2176,411.5139,182.2176,83,83,0.4961,0.4041,
A6,0,4,5,379.6639,207.7265,379.6639,207.7265,83,83,0.4131,0.2970,
A6,0,4,6,410.5118,206.9649,410.5118,206.9649,83,83,0.3999,0.3427,
A6,0,4,7,427.4345,203.3038,427.4345,203.3038,83,83,0.5862,0.3852,
A6,0,4,8,401.2843,200.7847,401.2843,200.7847,83,83,0.3067,0.2142,
B4,0,4,0,368.0334,232.0617,368.0795,232.0440,83,83,0.7121,0.4021,
B4,0,4,1,437.3336,179.2414,437.3329,179.2418,83,83,0.5491,0.5058,
B4,0,4,2,416.9817,231.9399,416.9847,231.9415,83,83,0.4662,0.3554,
B4,0,4,3,367.3501,195.6429,367.3485,195.6425,83,83,0.5710,0.4882,
B4,0,4,4,411.5139,182.2176,411.5168,182.2213,83,83,0.4961,0.4041,
B4,0,4,5,379.6639,207.7265,379.6677,207.7296,83,83,0.4131,0.2970,
B4,0,4,6,410.5118,206.9649,410.5117,206.9650,83,83,0.3999,0.3427,
B4,0,4,7,427.4345,203.3038,427.4247,203.3250,83,83,0.5862,0.3852,
B4,0,4,8,401.2843,200.7847,401.2867,200.7869,83,83,0.3067,0.2142,
U1,0,5,0,293.8163,235.0621,293.8163,235.0621,85,85,0.5597,0.4020,
U1,0,5,1,366.9102,203.1364,366.9102,203.1364,85,85,0.5288,0.4262,
U1,0,5,2,340.0956,241.5529,340.0956,241.5529,85,85,0.4609,0.3453,
U1,0,5,3,297.9108,210.8041,297.9108,210.8041,85,85,0.5640,0.4568,
U1,0,5,4,341.8104,212.2757,341.8104,212.2757,85,85,0.4389,0.3677,
U1,0,5,5,308.1408,208.9390,308.1408,208.9390,85,85,0.5344,0.4013,
U1,0,5,6,337.9159,212.9356,337.9159,212.9356,85,85,0.4538,0.3768,
U1,0,5,7,353.6521,227.7614,353.6521,227.7614,85,85,0.4798,0.4339,
U1,0,5,8,329.4992,216.6243,329.4992,216.6243,85,85,0.3041,0.2226,
baseline,0,5,0,293.8163,235.0621,293.8163,235.0621,0,0,-1.0000,-1.0000,
baseline,0,5,1,366.9102,203.1364,366.9102,203.1364,0,0,-1.0000,-1.0000,
baseline,0,5,2,340.0956,241.5529,340.0956,241.5529,0,0,-1.0000,-1.0000,
baseline,0,5,3,297.9108,210.8041,297.9108,210.8041,0,0,-1.0000,-1.0000,
baseline,0,5,4,341.8104,212.2757,341.8104,212.2757,0,0,-1.0000,-1.0000,
baseline,0,5,5,308.1408,208.9390,308.1408,208.9390,0,0,-1.0000,-1.0000,
baseline,0,5,6,337.9159,212.9356,337.9159,212.9356,0,0,-1.0000,-1.0000,
baseline,0,5,7,353.6521,227.7614,353.6521,227.7614,0,0,-1.0000,-1.0000,
baseline,0,5,8,329.4992,216.6243,329.4992,216.6243,0,0,-1.0000,-1.0000,
A4,0,5,0,293.8163,235.0621,293.8163,235.0621,85,85,0.5597,0.4020,
A4,0,5,1,366.9102,203.1364,366.9102,203.1364,85,85,0.5288,0.4262,
A4,0,5,2,340.0956,241.5529,340.0956,241.5529,85,85,0.4609,0.3453,
A4,0,5,3,297.9108,210.8041,297.9108,210.8041,85,85,0.5640,0.4568,
A4,0,5,4,341.8104,212.2757,341.8104,212.2757,85,85,0.4389,0.3677,
A4,0,5,5,308.1408,208.9390,308.1408,208.9390,85,85,0.5344,0.4013,
A4,0,5,6,337.9159,212.9356,337.9159,212.9356,85,85,0.4538,0.3768,
A4,0,5,7,353.6521,227.7614,353.6521,227.7614,85,85,0.4798,0.4339,
A4,0,5,8,329.4992,216.6243,329.4992,216.6243,85,85,0.3041,0.2226,
A6,0,5,0,293.8163,235.0621,293.8163,235.0621,85,85,0.5597,0.4020,
A6,0,5,1,366.9102,203.1364,366.9102,203.1364,85,85,0.5288,0.4262,
A6,0,5,2,340.0956,241.5529,340.0956,241.5529,85,85,0.4609,0.3453,
A6,0,5,3,297.9108,210.8041,297.9108,210.8041,85,85,0.5640,0.4568,
A6,0,5,4,341.8104,212.2757,341.8104,212.2757,85,85,0.4389,0.3677,
A6,0,5,5,308.1408,208.9390,308.1408,208.9390,85,85,0.5344,0.4013,
A6,0,5,6,337.9159,212.9356,337.9159,212.9356,85,85,0.4538,0.3768,
A6,0,5,7,353.6521,227.7614,353.6521,227.7614,85,85,0.4798,0.4339,
A6,0,5,8,329.4992,216.6243,329.4992,216.6243,85,85,0.3041,0.2226,
B4,0,5,0,293.8163,235.0621,293.8051,235.0609,85,85,0.5597,0.4020,
B4,0,5,1,366.9102,203.1364,366.9111,203.1312,85,85,0.5288,0.4262,
B4,0,5,2,340.0956,241.5529,340.0968,241.5562,85,85,0.4609,0.3453,
B4,0,5,3,297.9108,210.8041,297.9060,210.8017,85,85,0.5640,0.4568,
B4,0,5,4,341.8104,212.2757,341.8139,212.2681,85,85,0.4389,0.3677,
B4,0,5,5,308.1408,208.9390,308.1554,208.9424,85,85,0.5344,0.4013,
B4,0,5,6,337.9159,212.9356,337.9163,212.9326,85,85,0.4538,0.3768,
B4,0,5,7,353.6521,227.7614,353.6501,227.7722,85,85,0.4798,0.4339,
B4,0,5,8,329.4992,216.6243,329.4936,216.6256,85,85,0.3041,0.2226,
U1,0,6,0,271.6756,254.9338,271.6756,254.9338,82,82,0.5320,0.4837,
U1,0,6,1,341.6103,211.3201,341.6103,211.3201,82,82,0.7018,0.6168,
U1,0,6,2,321.2859,253.4314,321.2859,253.4314,82,82,0.4768,0.4202,
U1,0,6,3,269.2889,232.9281,269.2889,232.9281,82,82,0.5152,0.3956,
U1,0,6,4,315.0197,228.5044,315.0197,228.5044,82,82,0.3842,0.3403,
U1,0,6,5,282.2396,224.1187,282.2396,224.1187,82,82,0.7757,0.6278,
U1,0,6,6,314.1786,223.2559,314.1786,223.2559,82,82,0.5775,0.4842,
U1,0,6,7,331.2133,239.8789,331.2133,239.8789,82,82,0.5010,0.4175,
U1,0,6,8,304.4919,231.6984,304.4919,231.6984,82,82,0.2625,0.1835,
baseline,0,6,0,271.6756,254.9338,271.6756,254.9338,0,0,-1.0000,-1.0000,
baseline,0,6,1,341.6103,211.3201,341.6103,211.3201,0,0,-1.0000,-1.0000,
baseline,0,6,2,321.2859,253.4314,321.2859,253.4314,0,0,-1.0000,-1.0000,
baseline,0,6,3,269.2889,232.9281,269.2889,232.9281,0,0,-1.0000,-1.0000,
baseline,0,6,4,315.0197,228.5044,315.0197,228.5044,0,0,-1.0000,-1.0000,
baseline,0,6,5,282.2396,224.1187,282.2396,224.1187,0,0,-1.0000,-1.0000,
baseline,0,6,6,314.1786,223.2559,314.1786,223.2559,0,0,-1.0000,-1.0000,
baseline,0,6,7,331.2133,239.8789,331.2133,239.8789,0,0,-1.0000,-1.0000,
baseline,0,6,8,304.4919,231.6984,304.4919,231.6984,0,0,-1.0000,-1.0000,
A4,0,6,0,271.6756,254.9338,271.6756,254.9338,82,82,0.5320,0.4837,
A4,0,6,1,341.6103,211.3201,341.6103,211.3201,82,82,0.7018,0.6168,
A4,0,6,2,321.2859,253.4314,321.2859,253.4314,82,82,0.4768,0.4202,
A4,0,6,3,269.2889,232.9281,269.2889,232.9281,82,82,0.5152,0.3956,
A4,0,6,4,315.0197,228.5044,315.0197,228.5044,82,82,0.3842,0.3403,
A4,0,6,5,282.2396,224.1187,282.2396,224.1187,82,82,0.7757,0.6278,
A4,0,6,6,314.1786,223.2559,314.1786,223.2559,82,82,0.5775,0.4842,
A4,0,6,7,331.2133,239.8789,331.2133,239.8789,82,82,0.5010,0.4175,
A4,0,6,8,304.4919,231.6984,304.4919,231.6984,82,82,0.2625,0.1835,
A6,0,6,0,271.6756,254.9338,271.6756,254.9338,82,82,0.5320,0.4837,
A6,0,6,1,341.6103,211.3201,341.6103,211.3201,82,82,0.7018,0.6168,
A6,0,6,2,321.2859,253.4314,321.2859,253.4314,82,82,0.4768,0.4202,
A6,0,6,3,269.2889,232.9281,269.2889,232.9281,82,82,0.5152,0.3956,
A6,0,6,4,315.0197,228.5044,315.0197,228.5044,82,82,0.3842,0.3403,
A6,0,6,5,282.2396,224.1187,282.2396,224.1187,82,82,0.7757,0.6278,
A6,0,6,6,314.1786,223.2559,314.1786,223.2559,82,82,0.5775,0.4842,
A6,0,6,7,331.2133,239.8789,331.2133,239.8789,82,82,0.5010,0.4175,
A6,0,6,8,304.4919,231.6984,304.4919,231.6984,82,82,0.2625,0.1835,
B4,0,6,0,271.6756,254.9338,271.6921,254.9329,82,82,0.5320,0.4837,
B4,0,6,1,341.6103,211.3201,341.5831,211.3511,82,82,0.7018,0.6168,
B4,0,6,2,321.2859,253.4314,321.2809,253.4287,82,82,0.4768,0.4202,
B4,0,6,3,269.2889,232.9281,269.2873,232.9235,82,82,0.5152,0.3956,
