method,seed,image_id,keypoint_id,coarse_x,coarse_y,final_x,final_y,num_votes,num_reliable,mean_vote_distance,median_vote_distance,fallback
baseline,1,1,7,360.9121,114.9371,360.9121,114.9371,0,0,-1.0000,-1.0000,
baseline,1,1,8,374.9888,129.4523,374.9888,129.4523,0,0,-1.0000,-1.0000,
A4,1,1,0,404.2010,145.9216,404.2010,145.9216,98,98,0.6775,0.4276,
A4,1,1,1,345.0430,121.8202,345.0430,121.8202,98,98,0.6718,0.4715,
A4,1,1,2,368.9626,140.3726,368.9626,140.3726,98,98,0.4499,0.3577,
A4,1,1,3,400.2586,125.0673,400.2586,125.0673,98,98,0.6288,0.5838,
A4,1,1,4,369.3275,104.1804,369.3275,104.1804,98,98,0.6209,0.5299,
A4,1,1,5,387.0010,158.7776,387.0010,158.7776,98,98,0.5009,0.4899,
A4,1,1,6,363.4726,154.3043,363.4726,154.3043,98,98,0.3242,0.2473,
A4,1,1,7,360.9121,114.9371,360.9121,114.9371,98,98,0.3777,0.2537,
A4,1,1,8,374.9888,129.4523,374.9888,129.4523,98,98,0.3282,0.2734,
A6,1,1,0,404.2010,145.9216,404.2010,145.9216,98,98,0.6775,0.4276,
A6,1,1,1,345.0430,121.8202,345.0430,121.8202,98,98,0.6718,0.4715,
A6,1,1,2,368.9626,140.3726,368.9626,140.3726,98,98,0.4499,0.3577,
A6,1,1,3,400.2586,125.0673,400.2586,125.0673,98,98,0.6288,0.5838,
A6,1,1,4,369.3275,104.1804,369.3275,104.1804,98,98,0.6209,0.5299,
A6,1,1,5,387.0010,158.7776,387.0010,158.7776,98,98,0.5009,0.4899,
A6,1,1,6,363.4726,154.3043,363.4726,154.3043,98,98,0.3242,0.2473,
A6,1,1,7,360.9121,114.9371,360.9121,114.9371,98,98,0.3777,0.2537,
A6,1,1,8,374.9888,129.4523,374.9888,129.4523,98,98,0.3282,0.2734,
B4,1,1,0,404.2010,145.9216,404.1741,145.9394,98,98,0.6775,0.4276,
B4,1,1,1,345.0430,121.8202,345.0609,121.8208,98,98,0.6718,0.4715,
B4,1,1,2,368.9626,140.3726,368.9666,140.3749,98,98,0.4499,0.3577,
B4,1,1,3,400.2586,125.0673,400.2596,125.0644,98,98,0.6288,0.5838,
B4,1,1,4,369.3275,104.1804,369.3200,104.1624,98,98,0.6209,0.5299,
B4,1,1,5,387.0010,158.7776,387.0020,158.7755,98,98,0.5009,0.4899,
B4,1,1,6,363.4726,154.3043,363.4735,154.3033,98,98,0.3242,0.2473,
B4,1,1,7,360.9121,114.9371,360.9050,114.9400,98,98,0.3777,0.2537,
B4,1,1,8,374.9888,129.4523,374.9890,129.4525,98,98,0.3282,0.2734,
baseline,1,2,0,406.4086,131.9393,406.4086,131.9393,0,0,-1.0000,-1.0000,
baseline,1,2,1,346.5995,111.7762,346.5995,111.7762,0,0,-1.0000,-1.0000,
baseline,1,2,2,370.4711,121.7215,370.4711,121.7215,0,0,-1.0000,-1.0000,
baseline,1,2,3,402.4053,118.1691,402.4053,118.1691,0,0,-1.0000,-1.0000,
baseline,1,2,4,371.4161,95.7823,371.4161,95.7823,0,0,-1.0000,-1.0000,
baseline,1,2,5,388.8851,147.5481,388.8851,147.5481,0,0,-1.0000,-1.0000,
baseline,1,2,6,365.3153,139.9148,365.3153,139.9148,0,0,-1.0000,-1.0000,
baseline,1,2,7,362.4752,101.2063,362.4752,101.2063,0,0,-1.0000,-1.0000,
baseline,1,2,8,376.9321,118.5423,376.9321,118.5423,0,0,-1.0000,-1.0000,
A4,1,2,0,406.4086,131.9393,406.4086,131.9393,95,95,0.4943,0.3465,
A4,1,2,1,346.5995,111.7762,346.5995,111.7762,95,95,0.7007,0.5161,
A4,1,2,2,370.4711,121.7215,370.4711,121.7215,95,95,0.4411,0.3529,
A4,1,2,3,402.4053,118.1691,402.4053,118.1691,95,95,0.6905,0.5132,
A4,1,2,4,371.4161,95.7823,371.4161,95.7823,95,95,0.6641,0.6347,
A4,1,2,5,388.8851,147.5481,388.8851,147.5481,95,95,0.5798,0.4470,
A4,1,2,6,365.3153,139.9148,365.3153,139.9148,95,95,0.4471,0.3487,
A4,1,2,7,362.4752,101.2063,362.4752,101.2063,95,95,0.3814,0.2357,
A4,1,2,8,376.9321,118.5423,376.9321,118.5423,95,95,0.2696,0.1909,
A6,1,2,0,406.4086,131.9393,406.4086,131.9393,95,95,0.4943,0.3465,
A6,1,2,1,346.5995,111.7762,346.5995,111.7762,95,95,0.7007,0.5161,
A6,1,2,2,370.4711,121.7215,370.4711,121.7215,95,95,0.4411,0.3529,
A6,1,2,3,402.4053,118.1691,402.4053,118.1691,95,95,0.6905,0.5132,
A6,1,2,4,371.4161,95.7823,371.4161,95.7823,95,95,0.6641,0.6347,
A6,1,2,5,388.8851,147.5481,388.8851,147.5481,95,95,0.5798,0.4470,
A6,1,2,6,365.3153,139.9148,365.3153,139.9148,95,95,0.4471,0.3487,
A6,1,2,7,362.4752,101.2063,362.4752,101.2063,95,95,0.3814,0.2357,
A6,1,2,8,376.9321,118.5423,376.9321,118.5423,95,95,0.2696,0.1909,
B4,1,2,0,406.4086,131.9393,406.3990,131.9424,95,95,0.4943,0.3465,
B4,1,2,1,346.5995,111.7762,346.5910,111.7918,95,95,0.7007,0.5161,
B4,1,2,2,370.4711,121.7215,370.4731,121.7223,95,95,0.4411,0.3529,
B4,1,2,3,402.4053,118.1691,402.4178,118.1502,95,95,0.6905,0.5132,
B4,1,2,4,371.4161,95.7823,371.4041,95.7705,95,95,0.6641,0.6347,
B4,1,2,5,388.8851,147.5481,388.8853,147.5633,95,95,0.5798,0.4470,
B4,1,2,6,365.3153,139.9148,365.3104,139.9195,95,95,0.4471,0.3487,
B4,1,2,7,362.4752,101.2063,362.4718,101.2075,95,95,0.3814,0.2357,
B4,1,2,8,376.9321,118.5423,376.9319,118.5406,95,95,0.2696,0.1909,
baseline,1,3,0,410.3169,102.9763,410.3169,102.9763,0,0,-1.0000,-1.0000,
baseline,1,3,1,345.1742,91.2099,345.1742,91.2099,0,0,-1.0000,-1.0000,
baseline,1,3,2,370.7621,97.5067,370.7621,97.5067,0,0,-1.0000,-1.0000,
baseline,1,3,3,406.1688,89.9793,406.1688,89.9793,0,0,-1.0000,-1.0000,
baseline,1,3,4,370.5804,71.1176,370.5804,71.1176,0,0,-1.0000,-1.0000,
baseline,1,3,5,394.5215,122.2748,394.5215,122.2748,0,0,-1.0000,-1.0000,
baseline,1,3,6,368.5769,117.5554,368.5769,117.5554,0,0,-1.0000,-1.0000,
baseline,1,3,7,361.0529,77.8388,361.0529,77.8388,0,0,-1.0000,-1.0000,
baseline,1,3,8,378.3727,93.6595,378.3727,93.6595,0,0,-1.0000,-1.0000,
A4,1,3,0,410.3169,102.9763,410.3169,102.9763,92,92,0.5825,0.5381,
A4,1,3,1,345.1742,91.2099,345.1742,91.2099,92,92,0.6171,0.4627,
A4,1,3,2,370.7621,97.5067,370.7621,97.5067,92,92,0.4000,0.3020,
A4,1,3,3,406.1688,89.9793,406.1688,89.9793,92,92,0.6244,0.5471,
A4,1,3,4,370.5804,71.1176,370.5804,71.1176,92,92,0.6048,0.5042,
A4,1,3,5,394.5215,122.2748,394.5215,122.2748,92,92,0.6037,0.5282,
A4,1,3,6,368.5769,117.5554,368.5769,117.5554,92,92,0.5605,0.4262,
A4,1,3,7,361.0529,77.8388,361.0529,77.8388,92,92,0.4232,0.2725,
A4,1,3,8,378.3727,93.6595,378.3727,93.6595,92,92,0.2837,0.1966,
A6,1,3,0,410.3169,102.9763,410.3169,102.9763,92,92,0.5825,0.5381,
A6,1,3,1,345.1742,91.2099,345.1742,91.2099,92,92,0.6171,0.4627,
A6,1,3,2,370.7621,97.5067,370.7621,97.5067,92,92,0.4000,0.3020,
A6,1,3,3,406.1688,89.9793,406.1688,89.9793,92,92,0.6244,0.5471,
A6,1,3,4,370.5804,71.1176,370.5804,71.1176,92,92,0.6048,0.5042,
A6,1,3,5,394.5215,122.2748,394.5215,122.2748,92,92,0.6037,0.5282,
A6,1,3,6,368.5769,117.5554,368.5769,117.5554,92,92,0.5605,0.4262,
A6,1,3,7,361.0529,77.8388,361.0529,77.8388,92,92,0.4232,0.2725,
A6,1,3,8,378.3727,93.6595,378.3727,93.6595,92,92,0.2837,0.1966,
B4,1,3,0,410.3169,102.9763,410.3277,102.9793,92,92,0.5825,0.5381,
B4,1,3,1,345.1742,91.2099,345.1384,91.1990,92,92,0.6171,0.4627,
B4,1,3,2,370.7621,97.5067,370.7599,97.4996,92,92,0.4000,0.3020,
B4,1,3,3,406.1688,89.9793,406.1743,89.9789,92,92,0.6244,0.5471,
B4,1,3,4,370.5804,71.1176,370.5707,71.1244,92,92,0.6048,0.5042,
B4,1,3,5,394.5215,122.2748,394.5225,122.2828,92,92,0.6037,0.5282,
B4,1,3,6,368.5769,117.5554,368.5726,117.5563,92,92,0.5605,0.4262,
B4,1,3,7,361.0529,77.8388,361.0504,77.8334,92,92,0.4232,0.2725,
B4,1,3,8,378.3727,93.6595,378.3727,93.6575,92,92,0.2837,0.1966,
baseline,1,4,0,362.4351,128.5923,362.4351,128.5923,0,0,-1.0000,-1.0000,
baseline,1,4,1,293.6497,114.4517,293.6497,114.4517,0,0,-1.0000,-1.0000,
baseline,1,4,2,323.4364,118.4944,323.4364,118.4944,0,0,-1.0000,-1.0000,
baseline,1,4,3,357.3046,119.3143,357.3046,119.3143,0,0,-1.0000,-1.0000,
baseline,1,4,4,321.4765,97.1406,321.4765,97.1406,0,0,-1.0000,-1.0000,
baseline,1,4,5,344.5563,148.3888,344.5563,148.3888,0,0,-1.0000,-1.0000,
baseline,1,4,6,318.4787,140.9795,318.4787,140.9795,0,0,-1.0000,-1.0000,
baseline,1,4,7,313.0037,100.6904,313.0037,100.6904,0,0,-1.0000,-1.0000,
baseline,1,4,8,329.2891,119.0596,329.2891,119.0596,0,0,-1.0000,-1.0000,
A4,1,4,0,362.4351,128.5923,362.4351,128.5923,89,89,0.4942,0.3770,
A4,1,4,1,293.6497,114.4517,293.6497,114.4517,89,89,0.5898,0.4181,
A4,1,4,2,323.4364,118.4944,323.4364,118.4944,89,89,0.3592,0.2516,
A4,1,4,3,357.3046,119.3143,357.3046,119.3143,89,89,0.7720,0.6713,
A4,1,4,4,321.4765,97.1406,321.4765,97.1406,89,89,0.6362,0.5535,
A4,1,4,5,344.5563,148.3888,344.5563,148.3888,89,89,0.5546,0.4385,
A4,1,4,6,318.4787,140.9795,318.4787,140.9795,89,89,0.4585,0.3144,
A4,1,4,7,313.0037,100.6904,313.0037,100.6904,89,89,0.6303,0.4468,
A4,1,4,8,329.2891,119.0596,329.2891,119.0596,89,89,0.3652,0.2722,
A6,1,4,0,362.4351,128.5923,362.4351,128.5923,89,89,0.4942,0.3770,
A6,1,4,1,293.6497,114.4517,293.6497,114.4517,89,89,0.5898,0.4181,
A6,1,4,2,323.4364,118.4944,323.4364,118.4944,89,89,0.3592,0.2516,
A6,1,4,3,357.3046,119.3143,357.3046,119.3143,89,89,0.7720,0.6713,
A6,1,4,4,321.4765,97.1406,321.4765,97.1406,89,89,0.6362,0.5535,
A6,1,4,5,344.5563,148.3888,344.5563,148.3888,89,89,0.5546,0.4385,
A6,1,4,6,318.4787,140.9795,318.4787,140.9795,89,89,0.4585,0.3144,
A6,1,4,7,313.0037,100.6904,313.0037,100.6904,89,89,0.6303,0.4468,
A6,1,4,8,329.2891,119.0596,329.2891,119.0596,89,89,0.3652,0.2722,
B4,1,4,0,362.4351,128.5923,362.4483,128.5990,89,89,0.4942,0.3770,
B4,1,4,1,293.6497,114.4517,293.6242,114.4612,89,89,0.5898,0.4181,
B4,1,4,2,323.4364,118.4944,323.4349,118.4962,89,89,0.3592,0.2516,
B4,1,4,3,357.3046,119.3143,357.3268,119.3159,89,89,0.7720,0.6713,
B4,1,4,4,321.4765,97.1406,321.4717,97.1467,89,89,0.6362,0.5535,
B4,1,4,5,344.5563,148.3888,344.5546,148.3887,89,89,0.5546,0.4385,
B4,1,4,6,318.4787,140.9795,318.4729,140.9783,89,89,0.4585,0.3144,
B4,1,4,7,313.0037,100.6904,312.9800,100.6802,89,89,0.6303,0.4468,
B4,1,4,8,329.2891,119.0596,329.2906,119.0567,89,89,0.3652,0.2722,
baseline,1,5,0,374.5658,92.9796,374.5658,92.9796,0,0,-1.0000,-1.0000,
baseline,1,5,1,303.7032,74.4453,303.7032,74.4453,0,0,-1.0000,-1.0000,
baseline,1,5,2,332.7941,79.1710,332.7941,79.1710,0,0,-1.0000,-1.0000,
baseline,1,5,3,370.1749,83.9513,370.1749,83.9513,0,0,-1.0000,-1.0000,
baseline,1,5,4,333.5836,58.3199,333.5836,58.3199,0,0,-1.0000,-1.0000,
baseline,1,5,5,353.7164,113.0765,353.7164,113.0765,0,0,-1.0000,-1.0000,
baseline,1,5,6,326.4371,102.9825,326.4371,102.9825,0,0,-1.0000,-1.0000,
baseline,1,5,7,323.6036,60.3089,323.6036,60.3089,0,0,-1.0000,-1.0000,
baseline,1,5,8,340.3070,81.2914,340.3070,81.2914,0,0,-1.0000,-1.0000,
A4,1,5,0,374.5658,92.9796,374.5658,92.9796,83,83,0.5866,0.4155,
A4,1,5,1,303.7032,74.4453,303.7032,74.4453,83,83,0.7454,0.6487,
A4,1,5,2,332.7941,79.1710,332.7941,79.1710,83,83,0.4345,0.3478,
A4,1,5,3,370.1749,83.9513,370.1749,83.9513,83,83,0.6239,0.4948,
A4,1,5,4,333.5836,58.3199,333.5836,58.3199,83,83,0.7176,0.7025,
A4,1,5,5,353.7164,113.0765,353.7164,113.0765,83,83,0.5162,0.3595,
A4,1,5,6,326.4371,102.9825,326.4371,102.9825,83,83,0.6039,0.4318,
A4,1,5,7,323.6036,60.3089,323.6036,60.3089,83,83,0.6812,0.5433,
A4,1,5,8,340.3070,81.2914,340.3070,81.2914,83,83,0.3366,0.2811,
A6,1,5,0,374.5658,92.9796,374.5658,92.9796,83,83,0.5866,0.4155,
A6,1,5,1,303.7032,74.4453,303.7032,74.4453,83,83,0.7454,0.6487,
A6,1,5,2,332.7941,79.1710,332.7941,79.1710,83,83,0.4345,0.3478,
A6,1,5,3,370.1749,83.9513,370.1749,83.9513,83,83,0.6239,0.4948,
A6,1,5,4,333.5836,58.3199,333.5836,58.3199,83,83,0.7176,0.7025,
A6,1,5,5,353.7164,113.0765,353.7164,113.0765,83,83,0.5162,0.3595,
A6,1,5,6,326.4371,102.9825,326.4371,102.9825,83,83,0.6039,0.4318,
A6,1,5,7,323.6036,60.3089,323.6036,60.3089,83,83,0.6812,0.5433,
A6,1,5,8,340.3070,81.2914,340.3070,81.2914,83,83,0.3366,0.2811,
B4,1,5,0,374.5658,92.9796,374.5388,92.9790,83,83,0.5866,0.4155,
B4,1,5,1,303.7032,74.4453,303.7422,74.4510,83,83,0.7454,0.6487,
B4,1,5,2,332.7941,79.1710,332.7886,79.1755,83,83,0.4345,0.3478,
B4,1,5,3,370.1749,83.9513,370.1534,83.9396,83,83,0.6239,0.4948,
B4,1,5,4,333.5836,58.3199,333.5750,58.3091,83,83,0.7176,0.7025,
B4,1,5,5,353.7164,113.0765,353.7105,113.0770,83,83,0.5162,0.3595,
B4,1,5,6,326.4371,102.9825,326.4373,102.9749,83,83,0.6039,0.4318,
B4,1,5,7,323.6036,60.3089,323.5977,60.2963,83,83,0.6812,0.5433,
B4,1,5,8,340.3070,81.2914,340.3065,81.2914,83,83,0.3366,0.2811,
baseline,1,6,0,361.3140,115.6229,361.3140,115.6229,0,0,-1.0000,-1.0000,
baseline,1,6,1,292.5655,98.2802,292.5655,98.2802,0,0,-1.0000,-1.0000,
baseline,1,6,2,321.4362,102.0022,321.4362,102.0022,0,0,-1.0000,-1.0000,
baseline,1,6,3,355.8245,107.4172,355.8245,107.4172,0,0,-1.0000,-1.0000,
baseline,1,6,4,320.9390,82.9093,320.9390,82.9093,0,0,-1.0000,-1.0000,
baseline,1,6,5,341.1003,135.1980,341.1003,135.1980,0,0,-1.0000,-1.0000,
baseline,1,6,6,315.1357,125.0715,315.1357,125.0715,0,0,-1.0000,-1.0000,
baseline,1,6,7,312.3304,84.9866,312.3304,84.9866,0,0,-1.0000,-1.0000,
baseline,1,6,8,327.5220,104.5052,327.5220,104.5052,0,0,-1.0000,-1.0000,
A4,1,6,0,361.3140,115.6229,361.3140,115.6229,91,91,0.4967,0.4185,
A4,1,6,1,292.5655,98.2802,292.5655,98.2802,91,91,0.6403,0.4174,
A4,1,6,2,321.4362,102.0022,321.4362,102.0022,91,91,0.4004,0.3211,
A4,1,6,3,355.8245,107.4172,355.8245,107.4172,91,91,0.5765,0.4480,
A4,1,6,4,320.9390,82.9093,320.9390,82.9093,91,91,0.4972,0.4427,
A4,1,6,5,341.1003,135.1980,341.1003,135.1980,91,91,0.6928,0.5845,
A4,1,6,6,315.1357,125.0715,315.1357,125.0715,91,91,0.5774,0.5259,
A4,1,6,7,312.3304,84.9866,312.3304,84.9866,91,91,0.5376,0.4211,
A4,1,6,8,327.5220,104.5052,327.5220,104.5052,91,91,0.4249,0.2992,
A6,1,6,0,361.3140,115.6229,361.3140,115.6229,91,91,0.4967,0.4185,
A6,1,6,1,292.5655,98.2802,292.5655,98.2802,91,91,0.6403,0.4174,
A6,1,6,2,321.4362,102.0022,321.4362,102.0022,91,91,0.4004,0.3211,
A6,1,6,3,355.8245,107.4172,355.8245,107.4172,91,91,0.5765,0.4480,
A6,1,6,4,320.9390,82.9093,320.9390,82.9093,91,91,0.4972,0.4427,
A6,1,6,5,341.1003,135.1980,341.1003,135.1980,91,91,0.6928,0.5845,
A6,1,6,6,315.1357,125.0715,315.1357,125.0715,91,91,0.5774,0.5259,
A6,1,6,7,312.3304,84.9866,312.3304,84.9866,91,91,0.5376,0.4211,
A6,1,6,8,327.5220,104.5052,327.5220,104.5052,91,91,0.4249,0.2992,
B4,1,6,0,361.3140,115.6229,361.2873,115.6278,91,91,0.4967,0.4185,
B4,1,6,1,292.5655,98.2802,292.5754,98.2915,91,91,0.6403,0.4174,
B4,1,6,2,321.4362,102.0022,321.4385,102.0005,91,91,0.4004,0.3211,
B4,1,6,3,355.8245,107.4172,355.8011,107.4061,91,91,0.5765,0.4480,
B4,1,6,4,320.9390,82.9093,320.9361,82.9083,91,91,0.4972,0.4427,
B4,1,6,5,341.1003,135.1980,341.0906,135.1934,91,91,0.6928,0.5845,
B4,1,6,6,315.1357,125.0715,315.1235,125.0763,91,91,0.5774,0.5259,
B4,1,6,7,312.3304,84.9866,312.3191,84.9838,91,91,0.5376,0.4211,
B4,1,6,8,327.5220,104.5052,327.5240,104.5069,91,91,0.4249,0.2992,
baseline,1,7,0,347.7550,125.5736,347.7550,125.5736,0,0,-1.0000,-1.0000,
baseline,1,7,1,281.3445,109.2463,281.3445,109.2463,0,0,-1.0000,-1.0000,
baseline,1,7,2,309.3427,112.1725,309.3427,112.1725,0,0,-1.0000,-1.0000,
baseline,1,7,3,342.7180,118.8361,342.7180,118.8361,0,0,-1.0000,-1.0000,
baseline,1,7,4,309.9139,95.1481,309.9139,95.1481,0,0,-1.0000,-1.0000,
baseline,1,7,5,328.3884,144.7078,328.3884,144.7078,0,0,-1.0000,-1.0000,
baseline,1,7,6,303.3992,135.0802,303.3992,135.0802,0,0,-1.0000,-1.0000,
baseline,1,7,7,300.6483,96.2369,300.6483,96.2369,0,0,-1.0000,-1.0000,
baseline,1,7,8,315.7370,115.4948,315.7370,115.4948,0,0,-1.0000,-1.0000,
A4,1,7,0,347.7550,125.5736,347.7550,125.5736,95,95,0.5617,0.4738,
A4,1,7,1,281.3445,109.2463,281.3445,109.2463,95,95,0.6796,0.5659,
A4,1,7,2,309.3427,112.1725,309.3427,112.1725,95,95,0.3859,0.2998,
A4,1,7,3,342.7180,118.8361,342.7180,118.8361,95,95,0.5671,0.4675,
A4,1,7,4,309.9139,95.1481,309.9139,95.1481,95,95,0.5544,0.4753,
A4,1,7,5,328.3884,144.7078,328.3884,144.7078,95,95,0.5968,0.5097,
A4,1,7,6,303.3992,135.0802,303.3992,135.0802,95,95,0.5503,0.5206,
A4,1,7,7,300.6483,96.2369,300.6483,96.2369,95,95,0.5551,0.4432,
A4,1,7,8,315.7370,115.4948,315.7370,115.4948,95,95,0.3292,0.2260,
A6,1,7,0,347.7550,125.5736,347.7550,125.5736,95,95,0.5617,0.4738,
A6,1,7,1,281.3445,109.2463,281.3445,109.2463,95,95,0.6796,0.5659,
A6,1,7,2,309.3427,112.1725,309.3427,112.1725,95,95,0.3859,0.2998,
A6,1,7,3,342.7180,118.8361,342.7180,118.8361,95,95,0.5671,0.4675,
A6,1,7,4,309.9139,95.1481,309.9139,95.1481,95,95,0.5544,0.4753,
A6,1,7,5,328.3884,144.7078,328.3884,144.7078,95,95,0.5968,0.5097,
A6,1,7,6,303.3992,135.0802,303.3992,135.0802,95,95,0.5503,0.5206,
A6,1,7,7,300.6483,96.2369,300.6483,96.2369,95,95,0.5551,0.4432,
A6,1,7,8,315.7370,115.4948,315.7370,115.4948,95,95,0.3292,0.2260,
B4,1,7,0,347.7550,125.5736,347.7465,125.5856,95,95,0.5617,0.4738,
B4,1,7,1,281.3445,109.2463,281.3635,109.2594,95,95,0.6796,0.5659,
B4,1,7,2,309.3427,112.1725,309.3469,112.1741,95,95,0.3859,0.2998,
B4,1,7,3,342.7180,118.8361,342.7064,118.8336,95,95,0.5671,0.4675,
B4,1,7,4,309.9139,95.1481,309.9128,95.1512,95,95,0.5544,0.4753,
B4,1,7,5,328.3884,144.7078,328.3733,144.6918,95,95,0.5968,0.5097,
B4,1,7,6,303.3992,135.0802,303.3922,135.0816,95,95,0.5503,0.5206,
B4,1,7,7,300.6483,96.2369,300.6436,96.2325,95,95,0.5551,0.4432,
B4,1,7,8,315.7370,115.4948,315.7355,115.4947,95,95,0.3292,0.2260,
baseline,1,8,0,316.5020,130.0865,316.5020,130.0865,0,0,-1.0000,-1.0000,
baseline,1,8,1,249.5854,127.0274,249.5854,127.0274,0,0,-1.0000,-1.0000,
baseline,1,8,2,278.4055,121.3919,278.4055,121.3919,0,0,-1.0000,-1.0000,
baseline,1,8,3,311.5304,128.0063,311.5304,128.0063,0,0,-1.0000,-1.0000,
baseline,1,8,4,276.1153,109.8890,276.1153,109.8890,0,0,-1.0000,-1.0000,
baseline,1,8,5,301.2372,152.4195,301.2372,152.4195,0,0,-1.0000,-1.0000,
baseline,1,8,6,274.8883,146.3099,274.8883,146.3099,0,0,-1.0000,-1.0000,
baseline,1,8,7,267.4652,110.2206,267.4652,110.2206,0,0,-1.0000,-1.0000,
baseline,1,8,8,284.5552,126.6127,284.5552,126.6127,0,0,-1.0000,-1.0000,
A4,1,8,0,316.5020,130.0865,316.5020,130.0865,106,106,0.7099,0.5895,
A4,1,8,1,249.5854,127.0274,249.5854,127.0274,106,106,0.8715,0.9059,
A4,1,8,2,278.4055,121.3919,278.4055,121.3919,106,106,0.5771,0.5082,
A4,1,8,3,311.5304,128.0063,311.5304,128.0063,106,106,0.6831,0.6224,
A4,1,8,4,276.1153,109.8890,276.1153,109.8890,106,106,0.5998,0.5080,
A4,1,8,5,301.2372,152.4195,301.2372,152.4195,106,106,0.7632,0.5858,
A4,1,8,6,274.8883,146.3099,274.8883,146.3099,106,106,0.5839,0.5405,
A4,1,8,7,267.4652,110.2206,267.4652,110.2206,106,106,0.6842,0.4907,
A4,1,8,8,284.5552,126.6127,284.5552,126.6127,106,106,0.3541,0.2768,
A6,1,8,0,316.5020,130.0865,316.5020,130.0865,106,106,0.7099,0.5895,
A6,1,8,1,249.5854,127.0274,249.5854,127.0274,106,106,0.8715,0.9059,
A6,1,8,2,278.4055,121.3919,278.4055,121.3919,106,106,0.5771,0.5082,
